city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga
Jakarta Utara,375,417,2,1,3,1992,SHM,Bagus,-6.292078107125661,106.97900021748494,3893763168
Jakarta Selatan,210,473,6,6,0,1999,HGB,Bagus,-6.188004355015263,106.75697563142867,3956346709
Bogor,486,729,5,4,2,1996,SHM,Butuh Renovasi,-6.134222899710869,106.76768790209232,3882177351
Jakarta Utara,592,594,2,1,3,2006,SHM,Bagus,-6.432581481193998,106.97463613942178,5397449762
Jakarta Timur,171,295,2,2,2,2012,SHM,Butuh Renovasi,-6.266560960570565,106.7045566443985,1956232870
Jakarta Timur,51,318,7,6,2,2000,SHM,Baru,-6.438507599820643,106.87505946300953,1637621818
Bekasi,368,451,6,6,1,1996,SHM,Sedang,-6.286056659241474,106.89815550466099,3335132551
Bogor,230,245,4,4,2,2001,HGB,Bagus,-6.140151009816084,106.84177335149752,1970503506
Bekasi,531,589,7,6,1,2004,SHM,Sedang,-6.323443406752892,106.90215420122341,4211018168
Jakarta Pusat,44,220,7,7,3,1982,SHM,Bagus,-6.123642352621775,106.73528148672384,1623117178
Jakarta Barat,369,431,3,3,2,2006,SHM,Baru,-6.229287034922287,106.95284231448689,4000012993
Tangerang,368,416,1,1,3,2006,SHM,Baru,-6.123045629672448,106.72480822063036,3161794845
Jakarta Pusat,362,607,3,3,0,1991,SHM,Butuh Renovasi,-6.184991681105618,106.80825998218104,5543897006
Jakarta Barat,50,338,2,2,3,1994,SHM,Baru,-6.413797691672933,106.70408243241863,1753997672
Jakarta Utara,261,546,5,5,2,2017,SHM,Butuh Renovasi,-6.369097021353063,106.85446754522157,3430941968
Bekasi,460,474,1,1,0,1999,HGB,Sedang,-6.312040340895773,106.8943186583762,3141902583
Jakarta Utara,443,697,1,1,1,2001,SHM,Bagus,-6.3904625912957735,106.9811909232305,4946100421
Jakarta Utara,148,239,5,5,0,1981,HGB,Butuh Renovasi,-6.2767809383281685,106.91658758268672,1744689517
Jakarta Barat,463,741,1,1,2,1983,SHM,Sedang,-6.285021145504478,106.85315293326533,5663340476
Bogor,36,241,5,5,2,1992,SHM,Bagus,-6.115309280690417,106.9784374454945,862251414
Jakarta Barat,301,394,1,1,3,2011,HGB,Baru,-6.2981952409864075,106.83309978817309,3503327323
Depok,526,750,7,6,1,2001,SHM,Sedang,-6.175030618499201,106.85958580899164,4324950537
Jakarta Timur,243,441,6,6,2,2004,HGB,Sedang,-6.1203313093019815,106.87075152885443,3542934783
Jakarta Timur,404,674,6,5,2,2006,SHM,Sedang,-6.1430539091591045,106.81119351228371,5018663673
Jakarta Pusat,341,574,3,3,1,1996,SHM,Sedang,-6.376966331420943,106.94831446098107,5382973683
Jakarta Timur,47,92,7,7,1,1985,SHM,Bagus,-6.2763895370112595,106.73925630043043,962800864
Jakarta Barat,380,443,1,1,3,2022,HGB,Sedang,-6.328291076196426,106.85754950091892,4034694448
Bekasi,500,729,4,4,0,1995,Girik,Baru,-6.310049456701974,106.9111146419799,4176395604
Jakarta Barat,529,777,5,4,1,1987,SHM,Baru,-6.323717610813987,106.9692723750005,6508570222
Jakarta Barat,403,648,7,6,2,2012,SHM,Baru,-6.160774276438748,106.96285388685897,4990946961
Tangerang,455,529,1,1,1,1989,SHM,Baru,-6.291751330707143,106.84279689261764,3553255310
Bekasi,206,362,6,6,2,2013,HGB,Bagus,-6.266706983714359,106.88581166437227,2085286474
Depok,169,391,6,5,3,1998,SHM,Baru,-6.106143425033523,106.80615607556138,2061715657
Jakarta Timur,462,651,5,4,0,1993,SHM,Baru,-6.429007254732969,106.82981688412167,5414327175
Bekasi,60,111,4,4,3,1982,SHM,Baru,-6.279214826073238,106.97000505362338,932191655
Jakarta Timur,565,652,1,1,1,2020,HGB,Sedang,-6.179078402568859,106.9778252778216,5866797400
Jakarta Pusat,225,290,1,1,2,2002,SHM,Bagus,-6.3970933146341205,106.96653249858144,3146465437
Bekasi,176,325,4,3,1,2019,HGB,Bagus,-6.235963941884829,106.72427867578037,1688206983
Jakarta Timur,590,609,4,3,1,1990,HGB,Sedang,-6.366187327162937,106.9520268868258,5501630834
Depok,350,382,4,3,1,1985,SHM,Bagus,-6.146408560371401,106.98347639392688,2876798399
Jakarta Selatan,479,759,6,5,1,2013,SHM,Bagus,-6.335515117109972,106.79559990226356,7166380056
Jakarta Utara,354,399,5,5,0,1980,HGB,Butuh Renovasi,-6.334828014084682,106.84596681261493,3809135428
Jakarta Utara,476,548,7,7,2,2014,SHM,Baru,-6.240632142518737,106.92931048186016,5021139153
Depok,127,259,4,3,1,2004,SHM,Bagus,-6.385752982158032,106.85986500402102,1679532985
Tangerang,214,268,5,5,2,2008,HGB,Bagus,-6.350288976383928,106.997914726946,2020256730
Jakarta Selatan,91,151,3,2,0,2002,Girik,Sedang,-6.304178852458206,106.82582827685019,1623645013
Jakarta Pusat,190,197,1,1,2,1997,Girik,Sedang,-6.326226747900962,106.90846166758637,2419060895
Depok,146,417,1,1,2,1993,HGB,Baru,-6.266292973698046,106.9336291648629,1716618717
Jakarta Utara,172,417,2,2,0,1996,SHM,Sedang,-6.240125949575861,106.8381121330427,2274289908
Jakarta Utara,267,442,3,3,1,1981,SHM,Sedang,-6.251666391187443,106.95423481782764,3090386904
Jakarta Utara,503,618,7,6,2,2010,SHM,Baru,-6.2210410908028235,106.85476946918631,5155023693
Bogor,516,786,4,4,3,1998,SHM,Baru,-6.342287669187263,106.81172825497653,4114733593
Depok,103,295,4,4,2,2011,SHM,Sedang,-6.40575082049574,106.71450357563263,1383402867
Jakarta Barat,284,433,7,7,1,2007,SHM,Baru,-6.183717360499123,106.80589234443214,3680273688
Jakarta Pusat,358,488,6,6,3,2020,HGB,Baru,-6.152226866079261,106.91485966551465,5252655562
Jakarta Utara,553,654,3,2,1,1987,Girik,Baru,-6.3600478187221485,106.97481165173764,5367290301
Jakarta Timur,467,736,4,3,2,2021,HGB,Baru,-6.307517815344693,106.7605374092353,5604432133
Depok,522,813,2,1,0,2020,SHM,Baru,-6.275500774062755,106.79367536554577,4325486558
Bogor,464,673,5,4,1,2019,HGB,Bagus,-6.263335605036472,106.72926751811342,3683540814
Depok,304,370,1,1,1,2018,SHM,Bagus,-6.219178440119322,106.90103132615327,2139232733
Jakarta Pusat,572,581,3,2,0,2001,SHM,Butuh Renovasi,-6.435438868325638,106.98726029760317,7237250009
Bogor,183,231,1,1,2,2003,HGB,Baru,-6.197483021043094,106.88510471035141,1249131140
Jakarta Pusat,153,263,5,5,1,2017,SHM,Bagus,-6.428310147557206,106.87746448960199,2506035126
Depok,402,620,3,2,2,1981,Girik,Butuh Renovasi,-6.286099001314496,106.85711677776014,3427761830
Jakarta Barat,101,157,5,4,2,2020,SHM,Sedang,-6.160315102550782,106.70830583701938,1667223328
Jakarta Pusat,405,687,4,3,2,2020,SHM,Bagus,-6.292074640352562,106.9134412244574,6141676356
Bogor,210,322,7,6,0,1998,SHM,Bagus,-6.397818587931114,106.8726558539358,1759901152
Bogor,530,662,4,4,2,2020,HGB,Bagus,-6.105238154247914,106.89167256603402,3581765748
Jakarta Pusat,149,219,7,6,2,1981,SHM,Butuh Renovasi,-6.138750088274008,106.96761954976877,2579781725
Depok,146,228,4,3,3,2007,HGB,Baru,-6.180040228371245,106.93086745185953,1409408649
Tangerang,474,530,5,5,3,2011,HGB,Bagus,-6.3059709389852765,106.92989288068945,3950861847
Depok,182,452,5,4,3,1998,HGB,Sedang,-6.385653995588746,106.9766988060414,2226736176
Jakarta Pusat,70,180,5,4,1,1995,SHM,Bagus,-6.120506086503524,106.99677918446815,1694204895
Jakarta Selatan,344,419,1,1,1,2009,SHM,Sedang,-6.263677105719001,106.86601047422754,4729615875
Jakarta Pusat,573,730,5,4,3,2001,HGB,Sedang,-6.15167558886438,106.71484211712998,7831404682
Jakarta Barat,49,68,4,3,0,1993,Girik,Baru,-6.330266747984201,106.82692157048814,782602025
Jakarta Pusat,409,539,2,1,0,1980,HGB,Bagus,-6.332649089022185,106.93203236686773,5658033415
Jakarta Pusat,592,713,5,4,3,1981,SHM,Bagus,-6.105060831764086,106.6888721039238,7970597178
Jakarta Barat,463,503,2,2,1,2001,SHM,Sedang,-6.267358433026803,106.69820398027397,4859325056
Jakarta Pusat,268,434,7,7,1,2012,SHM,Sedang,-6.400756601648739,106.7014904903625,4106748686
Jakarta Utara,598,727,4,3,0,1994,HGB,Sedang,-6.373113862701852,106.91393144266506,5778126179
Jakarta Selatan,475,497,5,5,2,2020,SHM,Baru,-6.281319502212548,106.84037332114022,6138333937
Jakarta Timur,537,815,1,1,0,2001,HGB,Sedang,-6.4351351813290565,106.79804734192659,6043633722
Jakarta Selatan,310,560,1,1,2,2019,HGB,Bagus,-6.288113105117595,106.71379745448377,5176994729
Jakarta Pusat,111,119,7,6,1,2018,SHM,Bagus,-6.303370705271956,106.91431688006588,1547213186
Jakarta Utara,474,486,2,2,1,2020,SHM,Bagus,-6.177232307138179,106.7827263393763,4456167034
Depok,324,375,6,5,3,2020,HGB,Sedang,-6.325770312428765,106.7649037024207,2758824160
Jakarta Pusat,575,783,1,1,1,1990,SHM,Sedang,-6.10610793346114,106.88874214449714,7848754266
Jakarta Utara,288,325,1,1,2,1983,SHM,Bagus,-6.386730528244684,106.858883485631,3053232339
Jakarta Barat,161,260,1,1,0,1986,SHM,Sedang,-6.243154660261153,106.79597140538026,1752029270
Jakarta Utara,212,404,4,3,3,2000,SHM,Baru,-6.418605246047111,106.88527599065779,2717366135
Jakarta Barat,72,262,1,1,2,1986,HGB,Bagus,-6.193147605602106,106.76679088652293,1012964255
Tangerang,445,495,3,3,0,1983,SHM,Bagus,-6.10183620917831,106.93434568371339,3525844076
Jakarta Timur,162,302,5,4,0,1991,SHM,Butuh Renovasi,-6.163301476786929,106.75338206409846,2112111211
Bekasi,518,685,7,7,0,2006,HGB,Baru,-6.255503760747894,106.73082806252225,3925893287
Jakarta Utara,203,311,1,1,1,1996,SHM,Bagus,-6.280340524910108,106.93038061103964,2320101486
Bogor,329,535,6,6,0,1999,SHM,Butuh Renovasi,-6.157739513556603,106.90652544982333,2781770606
Jakarta Pusat,378,677,6,6,1,2010,HGB,Sedang,-6.122409070351246,106.73844447222459,6087603487
Jakarta Selatan,345,454,1,1,0,2005,HGB,Sedang,-6.103777715970667,106.71719864086079,5023915757
Bekasi,563,758,1,1,0,2010,SHM,Bagus,-6.31121127035243,106.94828770831575,4171815593
Jakarta Selatan,575,726,3,2,1,2014,SHM,Sedang,-6.10317888382192,106.92851151430294,8155792889
Tangerang,454,696,1,1,1,1988,HGB,Bagus,-6.395425811739159,106.7847223595839,4047995011
Bekasi,479,606,1,1,2,1984,HGB,Bagus,-6.361257578423832,106.89062317062827,3544624780
Bekasi,593,697,5,5,0,1987,SHM,Baru,-6.418844356343136,106.71973125969531,4488020222
Jakarta Selatan,271,280,6,5,1,2000,SHM,Sedang,-6.354891519230431,106.84225525089526,4034211482
Jakarta Barat,474,621,3,3,2,1995,SHM,Bagus,-6.181221856933696,106.68599369345934,5236231298
Jakarta Selatan,249,388,6,6,2,1995,HGB,Bagus,-6.151476474637542,106.8053126018949,4164439615
Jakarta Barat,120,309,3,2,1,1997,SHM,Bagus,-6.1773875742141,106.70394970287086,2001016669
Tangerang,120,213,6,6,0,2007,HGB,Baru,-6.2291269776413065,106.8320470976502,1577802708
Jakarta Pusat,524,752,1,1,2,1997,SHM,Baru,-6.270111720617074,106.81493812699293,7394939857
Depok,100,162,6,5,0,1993,HGB,Bagus,-6.201953498775223,106.82220320852419,1217362958
Jakarta Barat,99,123,6,5,0,2016,HGB,Sedang,-6.3132082577564725,106.69450601665537,1119222185
Tangerang,378,645,3,2,2,2019,SHM,Baru,-6.155542076975104,106.7957172292102,3250775104
Bogor,387,667,7,6,1,1995,SHM,Sedang,-6.212983467108125,106.92207483171198,3248714161
Tangerang,193,203,2,1,0,2000,SHM,Sedang,-6.205768355526957,106.79805259947317,1447368141
Jakarta Selatan,526,726,3,2,3,1980,SHM,Sedang,-6.262422402404825,106.90885502483506,7654473915
Jakarta Selatan,498,623,3,2,1,1990,SHM,Bagus,-6.140169855526089,106.7982331915628,7143641862
Depok,260,449,3,2,2,1990,SHM,Sedang,-6.361794843212332,106.81543662127686,2331301728
Tangerang,348,436,4,3,3,1981,HGB,Baru,-6.3165983213236325,106.86044547610537,3010373932
Jakarta Timur,501,616,7,7,0,2011,HGB,Bagus,-6.177825100612808,106.98421821977827,5467634143
Jakarta Pusat,123,299,4,3,1,1998,HGB,Sedang,-6.2775378863547315,106.71483534292693,2342524719
Jakarta Selatan,338,351,4,3,3,1984,SHM,Butuh Renovasi,-6.138775095301533,106.69053240597158,4600654139
Depok,470,726,3,3,1,1982,SHM,Baru,-6.328760238083001,106.87454629881921,4086174156
Jakarta Pusat,170,378,2,1,0,2007,SHM,Bagus,-6.3207344409131245,106.9837110684571,3052778682
Tangerang,85,365,3,3,1,2005,SHM,Butuh Renovasi,-6.138942473714681,106.9967114024175,1552981103
Tangerang,467,571,1,1,3,2002,SHM,Sedang,-6.287470387936286,106.83493255916544,3801983045
Bekasi,375,521,2,1,1,2009,SHM,Baru,-6.26935639552913,106.82978611874724,3236818624
Depok,382,660,4,4,2,1987,HGB,Bagus,-6.333532699632512,106.88638840663846,3306139979
Jakarta Selatan,382,390,6,5,2,2015,SHM,Baru,-6.353165520237321,106.8578031223056,5581892608
Jakarta Timur,280,397,6,5,3,2008,SHM,Sedang,-6.220417951206563,106.88290817843652,3554001280
Tangerang,144,237,7,7,1,1992,SHM,Bagus,-6.408055768460579,106.95967981617213,1816720886
Jakarta Timur,568,711,5,5,3,2004,Girik,Sedang,-6.142254575585982,106.91881797423603,6354543169
Tangerang,125,413,7,7,1,2001,SHM,Butuh Renovasi,-6.177278902132212,106.83900076533978,2126651547
Jakarta Selatan,331,344,2,1,0,2012,SHM,Butuh Renovasi,-6.383238107702969,106.82779662688006,4131683551
Jakarta Pusat,147,403,4,3,2,2016,SHM,Sedang,-6.207093018961402,106.8846725595242,2912898999
Jakarta Utara,212,397,2,2,0,1986,SHM,Baru,-6.239078477550028,106.8258260110145,2667881447
Jakarta Pusat,378,584,2,1,1,2002,HGB,Baru,-6.385412732242175,106.82648939240501,5643636950
Tangerang,136,307,6,5,0,1985,SHM,Bagus,-6.354378772882419,106.68521788857169,1822470296
Jakarta Utara,436,705,3,3,3,1994,SHM,Bagus,-6.306854723693158,106.73570052397035,4977996807
Jakarta Utara,63,283,1,1,3,1994,SHM,Baru,-6.205265042664084,106.83632436479864,1169406955
Jakarta Timur,572,723,5,5,1,2019,HGB,Bagus,-6.226446806914048,106.94324910689612,6144530848
Depok,93,203,4,4,2,2013,SHM,Butuh Renovasi,-6.263717803313155,106.76919264215269,1246454569
Jakarta Timur,533,715,2,2,3,1993,SHM,Sedang,-6.181056309910088,106.84724589860197,5762174297
Jakarta Timur,332,403,5,5,2,2008,SHM,Baru,-6.184721791137842,106.79038786712296,3670336504
Jakarta Pusat,169,451,2,2,1,1995,SHM,Bagus,-6.23374929607821,106.71353727665267,3329957968
Jakarta Pusat,366,439,6,6,2,2008,SHM,Bagus,-6.174553470815311,106.98665551458282,5024248897
Bogor,284,498,1,1,1,2002,SHM,Sedang,-6.3330078188272765,106.95349563848009,2196513629
Tangerang,585,607,6,6,0,1989,SHM,Bagus,-6.141562665087088,106.70511757582942,4881056321
Bogor,110,177,5,4,1,1983,SHM,Butuh Renovasi,-6.23478146996932,106.91033192398986,1347490006
Jakarta Selatan,203,295,4,3,0,1991,HGB,Sedang,-6.1621727701656495,106.7912255693944,3304721350
Tangerang,538,600,2,2,1,2021,SHM,Butuh Renovasi,-6.2588023133234,106.99835193825977,4214654664
Tangerang,390,613,1,1,3,2013,SHM,Sedang,-6.373546614253962,106.77676752634528,3332494909
Bekasi,260,484,6,5,3,1983,SHM,Sedang,-6.260156454962592,106.75639630251604,2782095325
Bekasi,566,668,5,4,2,1999,SHM,Sedang,-6.320110917678194,106.86172497545773,4527296436
Jakarta Barat,181,395,6,5,1,2007,SHM,Bagus,-6.205875337387017,106.94724037226983,2776428729
Jakarta Barat,276,467,2,1,1,2007,SHM,Baru,-6.283472172892842,106.74160603898234,3332544900
Jakarta Timur,379,538,2,1,1,1985,SHM,Sedang,-6.1573605182753095,106.9070088863102,4276437981
Jakarta Selatan,70,276,4,4,2,1993,SHM,Baru,-6.212674620687329,106.69965010660516,2167387204
Jakarta Utara,36,304,1,1,3,2014,SHM,Bagus,-6.210409448439036,106.97405911779536,1171994078
Jakarta Utara,188,381,3,2,1,1980,HGB,Sedang,-6.373995633278128,106.70594397316714,2530306445
Bekasi,464,615,6,5,2,1998,SHM,Sedang,-6.105512581728048,106.97255404043013,3695634006
Bekasi,543,779,2,2,1,1980,SHM,Baru,-6.1554136767549785,106.83705831982486,4155748091
Bekasi,161,248,5,4,0,1992,SHM,Bagus,-6.173848290403757,106.82338915609469,1563230013
Depok,526,536,6,5,1,1987,SHM,Bagus,-6.33442467119399,106.99145826544012,3780841841
Jakarta Barat,517,703,4,3,0,1997,SHM,Bagus,-6.262528921503469,106.99692293686343,5996612889
Jakarta Pusat,380,593,4,3,2,2014,SHM,Butuh Renovasi,-6.402013884173985,106.88805700030753,5497334966
Jakarta Utara,256,270,2,1,2,2002,SHM,Sedang,-6.261533408168053,106.72067817339426,2377444962
Tangerang,60,325,2,2,3,2005,SHM,Butuh Renovasi,-6.3989387637308495,106.84197442740967,1412365799
Jakarta Barat,563,859,2,2,1,2020,SHM,Baru,-6.256436754603639,106.84933219230581,6784377296
Bogor,217,289,7,6,2,2017,SHM,Bagus,-6.222947341945783,106.8446228570033,1991156094
Jakarta Pusat,534,585,3,3,3,1999,HGB,Sedang,-6.313431411462534,106.8622373883264,6867827749
Jakarta Barat,77,204,2,1,1,1981,Girik,Bagus,-6.275509292584047,106.68599190841421,1313456465
Jakarta Selatan,516,543,6,5,2,2005,HGB,Bagus,-6.143521314313895,106.90759273007056,6941285892
Tangerang,474,538,6,5,0,2015,SHM,Butuh Renovasi,-6.412002899354017,106.90796617662495,4216466196
Jakarta Barat,437,453,7,6,2,2004,HGB,Sedang,-6.172893487450121,106.71695032805692,4836565311
Depok,581,718,7,6,0,2009,SHM,Bagus,-6.3902359071513315,106.86247662158266,4465008631
Bekasi,380,608,1,1,3,1997,HGB,Bagus,-6.43715220601838,106.86187557837945,3205862926
Bekasi,80,333,5,4,3,1986,HGB,Baru,-6.385048889039234,106.89838413446093,1197169746
Tangerang,56,265,2,1,1,2006,HGB,Butuh Renovasi,-6.182234883510328,106.70732726148323,749233273
Bekasi,105,398,6,5,1,1990,SHM,Sedang,-6.308205874332099,106.88048105832516,1917407100
Jakarta Barat,83,313,7,7,1,2016,SHM,Baru,-6.144617819103836,106.76984062423884,2001753278
Bogor,526,766,6,5,3,1987,SHM,Baru,-6.266352360586207,106.84224095695878,4140061767
Jakarta Utara,586,655,6,6,0,1990,SHM,Sedang,-6.442212376825784,106.9274635368653,5777021828
Jakarta Utara,322,425,7,7,1,2003,SHM,Baru,-6.199150236639325,106.90580669963617,3571374843
Jakarta Pusat,45,248,3,2,1,2009,SHM,Butuh Renovasi,-6.411418481947568,106.71804896565696,1559038516
Jakarta Timur,577,629,7,7,3,2009,SHM,Butuh Renovasi,-6.1737171282883265,106.86917913187715,6228612154
Jakarta Selatan,309,362,7,6,0,1994,HGB,Sedang,-6.391164107568187,106.99011728990104,4546315589
Tangerang,416,691,5,4,2,2014,SHM,Sedang,-6.3290937649680705,106.73016621994721,3903762372
Jakarta Pusat,364,394,7,6,1,2018,SHM,Bagus,-6.183554999631124,106.95293026807214,4661767964
Jakarta Timur,514,648,4,3,2,2003,HGB,Baru,-6.116019024883252,106.90481538577721,5389053309
Depok,50,107,7,7,2,1987,HGB,Sedang,-6.319998117273643,106.92768106013112,989518421
Depok,551,655,6,6,1,2022,SHM,Bagus,-6.1597099229303724,106.77022666468565,4517564643
Jakarta Selatan,226,491,2,1,3,2021,SHM,Bagus,-6.383222707083457,106.77212445740156,4018908058
Bekasi,203,212,6,6,1,1999,SHM,Bagus,-6.167487080429128,106.96992622584848,1566133196
Jakarta Barat,556,808,5,5,0,2020,SHM,Baru,-6.219877079260312,106.79514625026962,6521142583
Jakarta Pusat,172,466,4,4,0,2005,HGB,Bagus,-6.382539772475671,106.70016492502171,3748160928
Jakarta Pusat,189,344,7,6,1,2003,HGB,Sedang,-6.344123613877006,106.87219094514543,3326255302
Tangerang,423,580,3,3,2,2001,SHM,Bagus,-6.403880188991037,106.71994165409339,3518060672
Tangerang,244,280,1,1,0,1984,HGB,Bagus,-6.3159615461274905,106.93491079725054,1839030199
Depok,307,425,7,7,0,1994,HGB,Bagus,-6.378722975606853,106.88535886160034,2608522180
Depok,178,244,2,1,1,2015,Girik,Baru,-6.224600716229334,106.95991248167078,1585619993
Bogor,104,345,1,1,1,2016,Girik,Sedang,-6.101923213522804,106.93114791993044,1534322260
Bogor,282,580,3,3,3,2008,SHM,Bagus,-6.445796792920508,106.71587636746823,2662024777
Bekasi,296,508,5,4,1,1994,SHM,Baru,-6.260678065349445,106.80194261645902,2919063259
Bogor,114,214,5,5,1,2006,SHM,Bagus,-6.249216690857846,106.92785927997267,1006289760
Jakarta Barat,560,615,3,2,0,1987,Girik,Butuh Renovasi,-6.130026923611716,106.81354927144523,6226650836
Jakarta Barat,365,603,6,5,0,2008,Girik,Bagus,-6.272898132831572,106.9911569551296,4498038098
Jakarta Pusat,224,454,3,2,0,1998,SHM,Bagus,-6.259704503124278,106.9154369439659,3984877025
Jakarta Utara,130,221,7,6,2,2010,SHM,Bagus,-6.284921519535064,106.68495997334091,1903793212
Jakarta Barat,43,321,2,1,0,1988,SHM,Bagus,-6.355883493403481,106.96159542129946,1254384313
Jakarta Timur,102,210,4,3,0,1989,HGB,Baru,-6.43038980336288,106.71225753115795,1629267830
Depok,531,698,7,7,1,2016,SHM,Sedang,-6.3069698112265575,106.72496759173764,4335637897
Tangerang,226,525,7,6,3,1989,SHM,Bagus,-6.4315929850657625,106.91503756819554,2648041544
Bogor,401,618,7,7,0,2012,SHM,Sedang,-6.257327635686929,106.95678993901775,3333610083
Jakarta Pusat,556,777,1,1,3,2004,HGB,Bagus,-6.3424472248651975,106.85163188092785,7542971478
Jakarta Selatan,152,312,1,1,0,1983,HGB,Baru,-6.2632391594661,106.77249591454266,2564846300
Tangerang,302,317,5,5,0,1984,SHM,Sedang,-6.402996062461685,106.79242097448102,2315735009
Jakarta Timur,520,797,7,7,3,2002,SHM,Bagus,-6.123579511991224,106.78972458547074,6199191535
Bogor,544,600,6,6,1,2018,HGB,Sedang,-6.136917564757523,106.78453699321905,3615182880
Jakarta Timur,333,394,5,4,0,1984,HGB,Sedang,-6.3835012217792,106.75773109498293,3320353669
Depok,199,440,2,2,3,1987,SHM,Butuh Renovasi,-6.329794500847097,106.87483747028136,1948135929
Depok,411,500,3,3,0,1996,SHM,Baru,-6.235277529851807,106.96812970194082,3118753791
Bekasi,303,374,1,1,2,1980,SHM,Baru,-6.416509827442933,106.77826637218668,2169011939
Jakarta Pusat,584,613,7,7,2,1991,SHM,Bagus,-6.325901262609348,106.73974217518766,7692281907
Tangerang,109,396,2,2,2,2014,SHM,Bagus,-6.362110699613348,106.94834485323885,1738913255
Tangerang,543,628,5,5,2,1993,SHM,Bagus,-6.129569144949156,106.9173706658847,4296979496
Jakarta Selatan,108,341,5,4,1,1997,SHM,Baru,-6.151621277298778,106.97786785009917,2827970421
Jakarta Pusat,343,577,1,1,2,1989,HGB,Bagus,-6.247058540556598,106.73296631539358,5179714934
Jakarta Timur,234,498,5,5,3,1994,SHM,Baru,-6.267878782094949,106.72616042051732,3657629958
Jakarta Selatan,165,451,6,5,0,2021,SHM,Sedang,-6.124245971909111,106.8532574061776,3541256393
Jakarta Utara,522,790,5,4,3,2012,SHM,Sedang,-6.123650275957415,106.87661876954724,5673754561
Tangerang,186,371,4,3,2,1998,SHM,Baru,-6.110734456126918,106.83365550139507,2227413704
